Geo,B11016:Family households:2-person household,B11016:Family households:3-person household,B11016:Family households:4-person household,B11016:Family households:5-person household,B11016:Family households:6-person household,B11016:Family households:7-or-more person household,B11016:Nonfamily households:1-person household,B11016:Nonfamily households:2-person household,B11016:Nonfamily households:3-person household,B11016:Nonfamily households:4-person household,B11016:Nonfamily households:5-person household,B11016:Nonfamily households:6-person household,B11016:Nonfamily households:7-or-more person household,B23009:With own children of the householder under 18 years:Married-couple family:No workers,B23009:With own children of the householder under 18 years:Married-couple family:1 worker,B23009:With own children of the householder under 18 years:Married-couple family:2 workers:,B23009:With own children of the householder under 18 years:Married-couple family:3 or more workers:,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:No workers,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:1 worker,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:2 workers,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:3 or more workers,B23009:No own children of the householder under 18 years:Married-couple family:No workers,B23009:No own children of the householder under 18 years:Married-couple family:1 worker,B23009:No own children of the householder under 18 years:Married-couple family:2 workers:,B23009:No own children of the householder under 18 years:Married-couple family:3 or more workers:,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:No workers,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:1 worker,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:2 workers,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:3 or more workers,B11004:Married-couple family:With related children of the householder under 18 years:Under 6 years only,B11004:Married-couple family:With related children of the householder under 18 years:Under 6 years and 6 to 17 years,B11004:Married-couple family:With related children of the householder under 18 years:6 to 17 years only,B11004:Married-couple family:No related children of the householder under 18 years,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:Under 6 years only,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:Under 6 years and 6 to 17 years,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:6 to 17 years only,B11004:Other family:Unmarried householder:No related children of the householder under 18 years,B11012:Two-partner household:With children of the householder under 18 years,B11012:Two-partner household:With no children of the householder under 18 years,B11012:Single householder:Living alone,B11012:Single householder:With own children under 18 years,"B11012:Single householder:With relatives, no own children under 18 years",B11012:Single householder:With only nonrelatives present,B09018:,B09018:Grandchild,B09021:18 to 34 years:Lives alone,B09021:18 to 34 years:Householder living with partner or partner of householder,B09021:18 to 34 years:Child of householder,B09021:18 to 34 years:Other relatives,B09021:18 to 34 years:Other nonrelatives,B09021:35 to 64 years:Lives alone,B09021:35 to 64 years:Householder living with partner or partner of householder,B09021:35 to 64 years:Child of householder,B09021:35 to 64 years:Other relatives,B09021:35 to 64 years:Other nonrelatives,B09021:65 years and over:Lives alone,B09021:65 years and over:Householder living with partner or partner of householder,B09021:65 years and over:Other relatives,B09021:65 years and over:Other nonrelatives,B19001:q1_1,B19001:q1_2,B19001:q1_3,B19001:q2,B19001:q3,B19001:q4,B19001:q5,B22010:Household received Food Stamps/SNAP in the past 12 months:,C24030:AGR_EXT,C24030:CON,C24030:MFG,C24030:WHL,C24030:RET,C24030:TRN_UTL,C24030:INF,C24030:FIN,C24030:PRF,C24030:EDU,C24030:MED,C24030:ENT_art,C24030:ENT_food,C24030:SRV,C24030:ADM_MIL,B25006:Householder who is Black or African American alone,B11001H:Householder white non-hispanic,B11001I:Householder hispanic any race
450830228023,320,167,140,6,0,21,217,14,0,0,0,0,0,0,32,164,0,17,23,39,0,56,73,115,86,0,0,49,0,52,21,123,330,23,0,56,49,236,344,217,39,49,0,578,0,26,116,230,44,0,165,856,16,69,0,26,186,17,0,49,112,115,347,147,104,11,50,24.0,92.0,187.0,97.0,95.0,136.0,0.0,27.0,70.0,104.0,152.0,21.0,178.0,142.0,39.0,212,637,0
450830234011,231,108,170,33,32,7,182,35,16,0,0,0,0,0,42,98,22,5,17,21,13,82,50,130,80,0,4,12,5,54,32,107,311,0,9,56,12,162,372,182,56,21,21,516,93,0,108,271,46,21,97,808,21,94,39,85,172,22,0,52,137,74,181,158,158,54,85,11.0,74.0,306.0,12.0,95.0,84.0,10.0,43.0,185.0,49.0,143.0,11.0,47.0,78.0,34.0,240,487,63
450830207012,26,48,55,25,0,14,143,46,0,0,0,0,0,0,0,44,0,0,91,0,0,6,13,14,0,0,0,0,0,44,14,0,19,48,0,43,0,44,33,143,91,0,46,406,59,0,72,38,59,64,87,47,0,32,39,56,30,0,7,129,54,105,63,6,0,0,189,0.0,0.0,71.0,0.0,22.0,0.0,0.0,0.0,0.0,82.0,66.0,0.0,25.0,0.0,0.0,301,56,0
450830211001,50,60,6,0,0,0,184,0,13,0,0,0,0,0,0,21,0,0,49,0,0,9,0,31,0,0,6,0,0,0,0,21,40,55,0,0,0,60,53,184,10,6,0,70,5,0,66,0,16,0,104,127,0,0,20,80,17,6,0,50,124,35,52,52,0,0,48,0.0,31.0,49.0,0.0,0.0,23.0,0.0,0.0,39.0,0.0,77.0,0.0,0.0,0.0,0.0,263,50,0
450830211002,191,93,27,28,5,0,149,0,0,0,0,0,0,0,0,43,5,32,65,0,0,28,39,22,11,67,20,12,0,7,12,29,100,25,34,38,99,48,100,149,97,99,0,309,7,11,39,76,85,0,31,165,105,110,0,107,94,58,0,105,152,81,58,83,14,0,233,0.0,9.0,150.0,0.0,37.0,45.0,4.0,17.0,17.0,60.0,46.0,0.0,33.0,23.0,8.0,341,146,0
450830222023,205,82,14,0,0,0,144,21,0,0,0,0,0,0,0,14,0,0,95,0,0,26,54,21,9,74,0,8,0,0,0,14,110,41,0,64,72,14,119,144,95,73,21,174,11,38,17,29,60,27,63,153,81,87,21,43,93,45,0,20,179,126,109,26,6,0,91,0.0,19.0,52.0,0.0,46.0,5.0,5.0,5.0,47.0,24.0,55.0,0.0,31.0,14.0,0.0,129,273,19
450830224032,157,110,193,12,18,9,189,25,0,0,0,0,0,0,87,116,59,0,14,0,0,30,86,28,45,0,34,0,0,44,0,218,189,36,0,0,12,262,189,189,14,34,25,496,26,92,0,210,30,18,72,819,0,12,58,25,84,40,0,46,43,43,299,160,122,0,60,0.0,33.0,123.0,39.0,121.0,31.0,30.0,31.0,64.0,105.0,131.0,16.0,101.0,54.0,45.0,51,662,0
450830227004,321,143,58,64,0,43,161,14,37,0,0,0,0,0,86,63,20,0,70,0,0,73,132,115,0,0,0,70,0,0,39,130,320,0,0,89,51,169,380,161,70,47,14,691,19,21,151,82,16,0,101,655,149,126,14,39,299,27,0,13,135,118,233,224,103,15,85,56.0,56.0,269.0,68.0,62.0,50.0,35.0,57.0,44.0,13.0,137.0,15.0,141.0,82.0,19.0,0,767,74
450830205001,62,5,4,14,0,0,99,15,0,0,0,0,0,0,5,0,0,0,11,0,0,9,10,0,0,19,24,7,0,0,0,9,15,15,0,5,41,5,24,99,11,50,10,45,18,0,0,7,6,0,48,35,30,73,25,51,22,37,0,15,85,59,27,13,0,0,34,6.0,22.0,45.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,14.0,8.0,11.0,4.0,10.0,175,24,0
450830210012,144,4,34,11,33,0,52,0,38,0,0,0,0,0,0,0,0,0,73,11,0,22,0,4,0,33,70,13,0,0,0,0,26,65,42,11,82,0,53,52,84,116,11,374,58,13,0,64,61,0,39,57,14,166,79,0,50,58,0,13,187,63,40,13,0,0,146,0.0,14.0,39.0,0.0,68.0,0.0,0.0,81.0,46.0,11.0,0.0,0.0,0.0,11.0,0.0,290,15,20
450830216001,173,99,143,19,0,0,236,13,0,0,0,0,0,0,18,25,0,35,0,0,63,23,64,68,7,18,13,41,59,43,12,0,150,0,0,118,111,43,171,236,98,130,5,228,36,35,53,355,62,14,110,248,131,297,5,91,140,21,6,125,56,170,228,98,0,6,169,0.0,55.0,251.0,0.0,41.0,5.0,116.0,46.0,11.0,0.0,66.0,15.0,235.0,61.0,7.0,324,252,54
450830235001,147,30,17,0,0,0,207,56,0,0,0,0,0,0,0,0,0,14,0,0,0,71,32,24,17,0,0,36,0,0,0,0,144,14,0,0,36,14,216,207,0,20,0,17,0,12,138,70,0,0,97,127,0,20,0,98,189,0,0,9,101,149,123,50,6,19,34,0.0,0.0,84.0,0.0,122.0,25.0,13.0,18.0,0.0,22.0,4.0,0.0,85.0,20.0,89.0,132,325,0
450830233022,147,150,119,83,40,0,210,10,0,0,0,0,0,0,67,87,80,0,72,23,0,18,43,41,35,0,53,11,9,45,42,166,118,11,21,63,73,266,147,210,63,73,0,588,21,0,179,388,90,0,148,596,85,95,0,62,64,72,0,50,176,144,186,194,9,0,116,0.0,124.0,249.0,49.0,187.0,0.0,62.0,109.0,107.0,114.0,106.0,25.0,66.0,11.0,18.0,252,334,173
450830234051,182,54,66,46,27,0,119,44,0,0,0,0,0,0,28,49,38,12,69,0,0,57,5,62,10,30,15,0,0,48,12,73,116,13,12,56,45,140,178,119,56,34,11,380,24,40,84,61,49,0,60,419,91,7,11,19,134,47,29,11,76,94,176,99,48,34,64,0.0,92.0,115.0,10.0,128.0,29.0,14.0,15.0,16.0,51.0,101.0,29.0,32.0,29.0,7.0,79,459,0
450830224052,187,111,93,63,9,33,173,15,0,0,0,0,0,0,74,96,22,0,14,17,0,49,89,71,43,0,0,21,0,27,79,99,239,0,0,31,21,192,268,173,31,10,10,631,25,34,93,143,33,0,90,629,0,53,0,49,205,44,21,7,48,65,201,191,84,88,12,0.0,21.0,128.0,50.0,108.0,39.0,20.0,96.0,93.0,79.0,119.0,0.0,98.0,80.0,8.0,26,617,31
450830218042,80,85,36,9,0,5,47,16,0,0,0,0,0,0,0,8,0,0,92,6,0,9,24,6,31,6,12,21,0,17,24,3,34,16,1,93,27,72,75,47,34,39,11,215,72,19,43,116,0,0,28,220,21,50,19,0,39,23,11,41,71,62,58,42,0,4,51,0.0,8.0,192.0,2.0,57.0,20.0,0.0,0.0,53.0,16.0,37.0,0.0,4.0,59.0,0.0,44,172,57
450830214012,103,61,14,0,0,0,43,4,4,0,0,0,0,0,7,7,0,0,24,0,0,43,38,28,7,0,18,6,0,0,0,14,116,9,15,6,18,23,124,43,15,24,0,72,6,9,47,40,15,4,0,114,16,21,0,34,143,21,0,18,45,28,83,47,8,0,4,0.0,23.0,49.0,6.0,27.0,26.0,4.0,5.0,9.0,17.0,40.0,4.0,4.0,17.0,0.0,0,229,0
450830217001,54,86,32,39,13,22,129,38,0,0,0,0,0,0,0,12,16,13,45,0,0,20,0,0,21,31,24,10,54,0,12,16,41,0,58,0,119,41,71,129,45,108,19,369,0,17,62,138,52,0,70,135,82,87,37,42,39,51,24,99,77,104,36,43,54,0,114,24.0,124.0,153.0,0.0,0.0,0.0,33.0,0.0,15.0,39.0,59.0,0.0,59.0,26.0,0.0,83,202,128
450830212001,63,19,0,0,0,0,191,25,0,0,0,0,0,0,0,0,0,0,9,0,0,7,19,18,0,10,19,0,0,0,0,0,44,9,0,0,29,0,63,191,9,20,15,10,0,70,60,0,9,26,72,49,25,15,0,49,17,20,13,13,74,64,55,60,22,10,20,0.0,10.0,41.0,8.0,44.0,0.0,0.0,14.0,34.0,32.0,84.0,15.0,17.0,0.0,27.0,86,182,0
450830203011,88,31,32,21,13,2,108,23,0,0,0,0,0,0,0,0,0,30,52,13,0,0,6,9,0,8,26,41,2,0,0,0,15,5,32,58,77,0,37,108,95,70,8,268,0,0,31,24,59,0,64,31,92,156,22,44,16,21,0,54,127,36,91,2,0,8,107,0.0,10.0,42.0,0.0,0.0,10.0,8.0,0.0,17.0,7.0,67.0,0.0,25.0,68.0,0.0,221,53,0
450830204001,28,12,48,0,0,0,56,27,0,0,0,0,0,0,4,12,0,0,12,0,0,0,7,8,0,13,0,15,17,8,6,10,7,6,0,19,32,16,28,56,12,32,27,103,24,18,17,82,12,0,34,67,22,53,34,4,8,0,0,28,20,47,70,6,0,0,46,0.0,16.0,58.0,0.0,6.0,0.0,40.0,6.0,0.0,0.0,56.0,0.0,38.0,0.0,11.0,138,33,0
450830213032,82,113,17,0,0,0,237,0,0,0,0,0,0,0,0,0,0,103,70,0,0,13,0,9,0,0,0,0,17,0,0,0,22,0,0,173,17,70,22,237,103,17,0,185,0,98,142,0,17,0,80,20,59,122,0,59,27,39,0,91,70,169,110,9,0,0,60,0.0,0.0,86.0,0.0,85.0,70.0,0.0,28.0,0.0,20.0,0.0,0.0,72.0,19.0,0.0,336,113,0
